barangay_clean,barangay_alt_name,barangay_psgc,city/municipality,city/mun_psgc,province,province_psgc,region_number,region_name,region_psgc,island_group,country,country_psgc,area_sqkm,barangay_raw,category
Kalawaan,,PH0405804014,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,5.118485976829575,Kalawaan,Other
Kalinawan,,PH0405804015,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.5732124150996857,Kalinawan,Other
Kasile,,PH0405804016,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.2712744932556804,Kasile,Other
Kaytome,,PH0405804017,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.7530446589450769,Kaytome,Other
Kinaboogan,,PH0405804018,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.0403301195506962,Kinaboogan,Other
Kinagatan,,PH0405804019,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.553175367310862,Kinagatan,Other
Libis,,PH0405804020,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.26691104435033475,Libis (Pob.),Other
Limbon-limbon,,PH0405804021,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.33379815660790674,Limbon-limbon,Other
Lunsad,,PH0405804022,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.9824585669392412,Lunsad,Other
Mahabang Parang,,PH0405804023,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,4.156992835926858,Mahabang Parang,Other
Macamot,,PH0405804024,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.0495956288115353,Macamot,Other
Mambog,,PH0405804025,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.2898818205501632,Mambog,Other
Palangoy,,PH0405804026,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.9901921114997876,Palangoy,Other
Pantok,,PH0405804027,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,4.185422360440558,Pantok,Other
Pila Pila,,PH0405804028,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.123885014670221,Pila Pila,Other
Pinagdilawan,,PH0405804029,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.24563909603105222,Pinagdilawan,Other
Pipindan,,PH0405804030,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.44733580447889026,Pipindan,Other
Rayap,,PH0405804031,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.7379550740250955,Rayap,Other
Sapang,,PH0405804032,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.0318560346275856,Sapang,Other
Tabon,,PH0405804033,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.6440396268319059,Tabon,Other
Tagpos,,PH0405804034,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,5.557410455973952,Tagpos,Other
Tatala,,PH0405804035,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,3.1391520755084237,Tatala,Other
Tayuman,,PH0405804036,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.9663957530185894,Tayuman,Other
Layunan,,PH0405804037,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.14448528749898054,Layunan (Pob.),Other
Libid,,PH0405804038,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.4755106523969071,Libid (Pob.),Other
Malakaban,,PH0405804039,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.7753767185494351,Malakaban,Other
Pag-Asa,,PH0405804040,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.2662341060904398,Pag-Asa,Other
San Carlos,,PH0405804041,Binangonan,PH0405804,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.2461325912507537,San Carlos,Religious
San Andres,,PH0405805014,Cainta,PH0405805,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,4.9579776611501485,San Andres (Pob.),Religious
San Isidro,,PH0405805015,Cainta,PH0405805,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,6.3708967565870624,San Isidro,Religious
San Juan,,PH0405805016,Cainta,PH0405805,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,5.166964038306514,San Juan,Religious
San Roque,,PH0405805017,Cainta,PH0405805,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.4145666490508357,San Roque,Religious
Santa Rosa,,PH0405805018,Cainta,PH0405805,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.03005067890384055,Santa Rosa,Religious
Santo Nino,,PH0405805019,Cainta,PH0405805,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.3521464382750972,Santo Niño,Religious
Santo Domingo,,PH0405805020,Cainta,PH0405805,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,3.6811403249854413,Santo Domingo,Religious
Balibago,,PH0405806002,Cardona,PH0405806,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.971163348067634,Balibago,Other
Boor,,PH0405806005,Cardona,PH0405806,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.135602956047025,Boor,Other
Calahan,,PH0405806007,Cardona,PH0405806,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.3418026861008605,Calahan,Other
Dalig,,PH0405806008,Cardona,PH0405806,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.9269643168879091,Dalig,Other
Del Remedio,,PH0405806009,Cardona,PH0405806,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.757252084204648,Del Remedio (Pob.),Other
Iglesia,,PH0405806012,Cardona,PH0405806,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.805330524625209,Iglesia (Pob.),Other
Lambac,,PH0405806013,Cardona,PH0405806,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,3.3760961840844925,Lambac,Other
Looc,,PH0405806014,Cardona,PH0405806,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.8142562664623615,Looc,Other
Malanggam-Calubacan,,PH0405806016,Cardona,PH0405806,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.1317246600310353,Malanggam-Calubacan,Other
Nagsulo,,PH0405806017,Cardona,PH0405806,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.8659042577896807,Nagsulo,Other
Navotas,,PH0405806018,Cardona,PH0405806,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.5793454996767314,Navotas,Other
Patunhay,,PH0405806019,Cardona,PH0405806,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.06117610138265573,Patunhay,Other
Real,,PH0405806022,Cardona,PH0405806,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.023164878388646816,Real (Pob.),Other
Sampad,,PH0405806023,Cardona,PH0405806,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.5340607970688507,Sampad,Other
San Roque,,PH0405806027,Cardona,PH0405806,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.37601944144628835,San Roque (Pob.),Religious
Subay,,PH0405806030,Cardona,PH0405806,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.7826530654156059,Subay,Other
Ticulio,,PH0405806032,Cardona,PH0405806,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.7820771838218196,Ticulio,Other
Tuna,,PH0405806033,Cardona,PH0405806,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.96444875877679,Tuna,Other
Bagumbong,,PH0405807001,Jala-jala,PH0405807,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,12.03762693827109,Bagumbong,Other
Bayugo,,PH0405807002,Jala-jala,PH0405807,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,5.986217776063173,Bayugo,Other
Second District,,PH0405807004,Jala-jala,PH0405807,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.368515442253548,Second District (Pob.),Other
Third District,,PH0405807005,Jala-jala,PH0405807,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,3.711307146060013,Third District (Pob.),Other
Lubo,,PH0405807007,Jala-jala,PH0405807,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,3.7198112049176193,Lubo,Other
Pagkalinawan,,PH0405807008,Jala-jala,PH0405807,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,5.0030792910236785,Pagkalinawan,Other
Palaypalay,,PH0405807009,Jala-jala,PH0405807,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.3900692279971323,Palaypalay,Other
Punta,,PH0405807010,Jala-jala,PH0405807,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.2731120927882498,Punta,Other
Sipsipin,,PH0405807014,Jala-jala,PH0405807,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,5.139906388089326,Sipsipin,Other
Special District,,PH0405807015,Jala-jala,PH0405807,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.048144559773478,Special District (Pob.),Other
Paalaman,,PH0405807016,Jala-jala,PH0405807,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.0011403399064704,Paalaman,Other
Balite,,PH0405808001,Rodriguez (Montalban),PH0405808,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.5104334788824267,Balite (Pob.),Other
Burgos,,PH0405808002,Rodriguez (Montalban),PH0405808,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.8346600523577083,Burgos,Heroes
Geronimo,,PH0405808003,Rodriguez (Montalban),PH0405808,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.22344575038875908,Geronimo,Other
Macabud,,PH0405808004,Rodriguez (Montalban),PH0405808,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,13.084333144675595,Macabud,Other
Manggahan,,PH0405808005,Rodriguez (Montalban),PH0405808,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.8500076527369729,Manggahan,Other
Mascap,,PH0405808006,Rodriguez (Montalban),PH0405808,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,35.513073676618,Mascap,Other
Puray,,PH0405808007,Rodriguez (Montalban),PH0405808,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,102.79680780907727,Puray,Other
Rosario,,PH0405808008,Rodriguez (Montalban),PH0405808,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.3094395119117708,Rosario,Other
San Isidro,,PH0405808009,Rodriguez (Montalban),PH0405808,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,40.72895647566738,San Isidro,Religious
San Jose,,PH0405808010,Rodriguez (Montalban),PH0405808,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,9.096949441227867,San Jose,Religious
San Rafael,,PH0405808011,Rodriguez (Montalban),PH0405808,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,28.089980746192044,San Rafael,Religious
Bombongan,,PH0405809001,Morong,PH0405809,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.4294037192634454,Bombongan,Other
Can-Cal-Lan,Caniogan-Calero-Lanang,PH0405809002,Morong,PH0405809,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.8737164299965343,Can-Cal-Lan (Caniogan-Calero-Lanang),Other
Lagundi,,PH0405809003,Morong,PH0405809,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,8.862179699242867,Lagundi,Other
Maybancal,,PH0405809004,Morong,PH0405809,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,7.22831039565659,Maybancal,Other
San Guillermo,,PH0405809005,Morong,PH0405809,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,6.596914031851639,San Guillermo,Religious
San Jose,,PH0405809006,Morong,PH0405809,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.270116969301693,San Jose (Pob.),Religious
San Juan,,PH0405809007,Morong,PH0405809,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,3.456680224750306,San Juan (Pob.),Religious
San Pedro,,PH0405809008,Morong,PH0405809,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,3.8486735879385328,San Pedro (Pob.),Religious
Bagumbayan,,PH0405810001,Pililla,PH0405810,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,13.42645770013079,Bagumbayan (Pob.),Other
Halayhayin,,PH0405810003,Pililla,PH0405810,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,12.678365073124837,Halayhayin,Other
Hulo,,PH0405810004,Pililla,PH0405810,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,12.483860185260427,Hulo (Pob.),Other
Imatong,,PH0405810005,Pililla,PH0405810,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.0295023835876452,Imatong (Pob.),Other
Malaya,,PH0405810006,Pililla,PH0405810,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,8.843335550994013,Malaya,Other
Niogan,,PH0405810007,Pililla,PH0405810,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,3.148527947218738,Niogan,Other
Quisao,,PH0405810008,Pililla,PH0405810,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,15.519026867100445,Quisao,Other
Wawa,,PH0405810009,Pililla,PH0405810,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.2812433567163265,Wawa (Pob.),Other
Takungan,,PH0405810010,Pililla,PH0405810,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.10052048959635566,Takungan (Pob.),Other
Ampid I,,PH0405811001,San Mateo,PH0405811,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.248316746224404,Ampid I,Other
Dulong Bayan 1,,PH0405811002,San Mateo,PH0405811,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.784581394105371,Dulong Bayan 1,Other
Dulong Bayan 2,,PH0405811003,San Mateo,PH0405811,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.330642646867685,Dulong Bayan 2,Other
Guinayang,,PH0405811004,San Mateo,PH0405811,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.7701450276903936,Guinayang,Other
Guitnang Bayan I,,PH0405811005,San Mateo,PH0405811,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,3.536808288178393,Guitnang Bayan I (Pob.),Other
Guitnang Bayan II,,PH0405811006,San Mateo,PH0405811,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.893280335677561,Guitnang Bayan II (Pob.),Other
Malanday,,PH0405811007,San Mateo,PH0405811,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,3.697834281837409,Malanday,Other
Maly,,PH0405811008,San Mateo,PH0405811,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,4.117981121531337,Maly,Other
Santa Ana,,PH0405811010,San Mateo,PH0405811,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.6634550517701987,Santa Ana,Religious
Ampid II,,PH0405811011,San Mateo,PH0405811,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.24968806169412203,Ampid II,Other
Banaba,,PH0405811012,San Mateo,PH0405811,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.439421049272564,Banaba,Other
Gulod Malaya,,PH0405811013,San Mateo,PH0405811,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.5151276270988583,Gulod Malaya,Geographic
Pintong Bocawe,,PH0405811014,San Mateo,PH0405811,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,24.08290151767184,Pintong Bocawe,Other
Santo Nino,,PH0405811015,San Mateo,PH0405811,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.5397236688930332,Santo Niño,Religious
Silangan,,PH0405811016,San Mateo,PH0405811,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,9.649147483876007,Silangan,Other
Cayabu,,PH0405812001,Tanay,PH0405812,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,3.013244686746386,Cayabu,Other
Cuyambay,,PH0405812002,Tanay,PH0405812,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,46.82625442666356,Cuyambay,Other
Daraitan,,PH0405812003,Tanay,PH0405812,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,20.95598994603224,Daraitan,Other
Katipunan-Bayan,,PH0405812004,Tanay,PH0405812,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.6701252165794196,Katipunan-Bayan (Pob.),Other
Kaybuto,,PH0405812005,Tanay,PH0405812,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.7546183127940354,Kaybuto (Pob.),Other
Laiban,,PH0405812006,Tanay,PH0405812,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,28.939653958741907,Laiban,Other
Mag-Ampon,,PH0405812007,Tanay,PH0405812,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.05350038024617238,Mag-Ampon (Pob.),Other
Mamuyao,,PH0405812008,Tanay,PH0405812,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,23.623960387059146,Mamuyao,Other
Pinagkamaligan,,PH0405812009,Tanay,PH0405812,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.07179554292192213,Pinagkamaligan (Pob.),Other
Plaza Aldea,,PH0405812011,Tanay,PH0405812,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,32.229615516556976,Plaza Aldea (Pob.),Other
Sampaloc,,PH0405812012,Tanay,PH0405812,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,39.76599187363066,Sampaloc,Other
San Andres,,PH0405812013,Tanay,PH0405812,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,11.333821500197045,San Andres,Religious
San Isidro,,PH0405812014,Tanay,PH0405812,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.17024230051739608,San Isidro (Pob.),Religious
Santa Inez,,PH0405812015,Tanay,PH0405812,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,26.42622874167595,Santa Inez,Religious
Santo Nino,,PH0405812016,Tanay,PH0405812,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,14.4225013940163,Santo Niño,Religious
Tabing Ilog,,PH0405812017,Tanay,PH0405812,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.06738099591070022,Tabing Ilog (Pob.),Other
Tandang Kutyo,,PH0405812018,Tanay,PH0405812,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,21.633099655412554,Tandang Kutyo (Pob.),Other
Tinucan,,PH0405812019,Tanay,PH0405812,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,8.290329895644408,Tinucan,Other
Wawa,,PH0405812020,Tanay,PH0405812,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.580809251540188,Wawa (Pob.),Other
Madilay-dilay,,PH0405812021,Tanay,PH0405812,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.9680114397730297,Madilay-dilay,Other
Dolores,,PH0405813001,Taytay,PH0405813,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,7.338715768992564,Dolores (Pob.),Other
Muzon,,PH0405813002,Taytay,PH0405813,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,3.0548043355127037,Muzon,Other
San Isidro,,PH0405813003,Taytay,PH0405813,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.435268615802839,San Isidro,Religious
San Juan,,PH0405813004,Taytay,PH0405813,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,9.209640461833187,San Juan,Religious
Santa Ana,,PH0405813005,Taytay,PH0405813,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,6.468242961496958,Santa Ana,Religious
Bagumbayan,,PH0405814001,Teresa,PH0405814,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,2.838311704107092,Bagumbayan,Other
Dalig,,PH0405814003,Teresa,PH0405814,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,8.72418599149148,Dalig,Other
Dulumbayan,,PH0405814004,Teresa,PH0405814,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,4.591702321889717,Dulumbayan,Other
May-Iba,,PH0405814005,Teresa,PH0405814,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,1.2884230410252309,May-Iba,Other
Poblacion,,PH0405814006,Teresa,PH0405814,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.18901293929753424,Poblacion,Poblacion (Town Proper)
Prinza,,PH0405814007,Teresa,PH0405814,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.794227050764543,Prinza,Other
San Gabriel,,PH0405814008,Teresa,PH0405814,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.4140153601889302,San Gabriel,Religious
San Roque,,PH0405814009,Teresa,PH0405814,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.571065518227433,San Roque,Religious
Calumpang Santo Cristo,,PH0405814010,Teresa,PH0405814,Rizal,PH04058,Region IV-A,Calabarzon,PH04,Luzon,The Philippines,PH,0.1305086747140435,Calumpang Santo Cristo,Religious
Barangay 1,,PH1303901001,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.049528342598623855,Barangay 1,Administrative
Barangay 2,,PH1303901002,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.037871336799926505,Barangay 2,Administrative
Barangay 3,,PH1303901003,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03892556946409767,Barangay 3,Administrative
Barangay 4,,PH1303901004,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.04017817344485741,Barangay 4,Administrative
Barangay 5,,PH1303901005,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02473227567706472,Barangay 5,Administrative
Barangay 6,,PH1303901006,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.04149926329261499,Barangay 6,Administrative
Barangay 7,,PH1303901007,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.044023810335904655,Barangay 7,Administrative
Barangay 8,,PH1303901008,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.036384253052471865,Barangay 8,Administrative
Barangay 9,,PH1303901009,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.012761832716019921,Barangay 9,Administrative
Barangay 10,,PH1303901010,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.006055271612296959,Barangay 10,Administrative
Barangay 11,,PH1303901011,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.013356267689281727,Barangay 11,Administrative
Barangay 12,,PH1303901012,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.020558116085807127,Barangay 12,Administrative
Barangay 13,,PH1303901013,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.012414892479764628,Barangay 13,Administrative
Barangay 14,,PH1303901014,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.014465094993958849,Barangay 14,Administrative
Barangay 15,,PH1303901015,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.006982462560372265,Barangay 15,Administrative
Barangay 16,,PH1303901016,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01058979375133976,Barangay 16,Administrative
