barangay_clean,barangay_alt_name,barangay_psgc,city/municipality,city/mun_psgc,province,province_psgc,region_number,region_name,region_psgc,island_group,country,country_psgc,area_sqkm,barangay_raw,category
Barangay 17,,PH1303901017,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.00908010825752553,Barangay 17,Administrative
Barangay 18,,PH1303901018,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.023245687201887466,Barangay 18,Administrative
Barangay 19,,PH1303901019,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.018776844923597318,Barangay 19,Administrative
Barangay 20,,PH1303901020,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,1.3719885436665142,Barangay 20,Administrative
Barangay 25,,PH1303901025,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.021995675867948688,Barangay 25,Administrative
Barangay 26,,PH1303901026,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01960901699750835,Barangay 26,Administrative
Barangay 28,,PH1303901028,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.022576947324645973,Barangay 28,Administrative
Barangay 29,,PH1303901029,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.0729037730783056,Barangay 29,Administrative
Barangay 30,,PH1303901030,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01178961108456261,Barangay 30,Administrative
Barangay 31,,PH1303901031,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.017499776081100506,Barangay 31,Administrative
Barangay 32,,PH1303901032,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01606430866800903,Barangay 32,Administrative
Barangay 33,,PH1303901033,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.023871237285869932,Barangay 33,Administrative
Barangay 34,,PH1303901034,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01155912125417718,Barangay 34,Administrative
Barangay 35,,PH1303901035,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.015313749661750621,Barangay 35,Administrative
Barangay 36,,PH1303901036,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.011732944931025396,Barangay 36,Administrative
Barangay 37,,PH1303901037,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.009991972202653247,Barangay 37,Administrative
Barangay 38,,PH1303901038,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.013937266456816585,Barangay 38,Administrative
Barangay 39,,PH1303901039,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.10376970751581582,Barangay 39,Administrative
Barangay 41,,PH1303901041,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.021113906085895674,Barangay 41,Administrative
Barangay 42,,PH1303901042,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.017594005211146437,Barangay 42,Administrative
Barangay 43,,PH1303901043,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.012917919286254352,Barangay 43,Administrative
Barangay 44,,PH1303901044,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.05213493927332614,Barangay 44,Administrative
Barangay 45,,PH1303901045,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01764751574649415,Barangay 45,Administrative
Barangay 46,,PH1303901046,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.016341967574900983,Barangay 46,Administrative
Barangay 47,,PH1303901047,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03324879817989215,Barangay 47,Administrative
Barangay 48,,PH1303901048,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.016890290196090802,Barangay 48,Administrative
Barangay 49,,PH1303901049,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01983998086922761,Barangay 49,Administrative
Barangay 50,,PH1303901050,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.035369581643959966,Barangay 50,Administrative
Barangay 51,,PH1303901051,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.04022146464868649,Barangay 51,Administrative
Barangay 52,,PH1303901052,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.026380178288518026,Barangay 52,Administrative
Barangay 53,,PH1303901053,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.024528503731942063,Barangay 53,Administrative
Barangay 54,,PH1303901054,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.027050230593976616,Barangay 54,Administrative
Barangay 55,,PH1303901055,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03647669926110354,Barangay 55,Administrative
Barangay 56,,PH1303901056,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.05298593613069257,Barangay 56,Administrative
Barangay 57,,PH1303901057,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.027520424326317888,Barangay 57,Administrative
Barangay 58,,PH1303901058,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.029854558467632464,Barangay 58,Administrative
Barangay 59,,PH1303901059,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.022559587298763336,Barangay 59,Administrative
Barangay 60,,PH1303901060,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01361210727006459,Barangay 60,Administrative
Barangay 61,,PH1303901061,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.04361798050123262,Barangay 61,Administrative
Barangay 62,,PH1303901062,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.020664318365375894,Barangay 62,Administrative
Barangay 63,,PH1303901063,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01865638526233216,Barangay 63,Administrative
Barangay 64,,PH1303901064,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.015420790327036993,Barangay 64,Administrative
Barangay 65,,PH1303901065,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.019384037795654112,Barangay 65,Administrative
Barangay 66,,PH1303901066,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.026436589725640502,Barangay 66,Administrative
Barangay 67,,PH1303901067,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02006681795864618,Barangay 67,Administrative
Barangay 68,,PH1303901068,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.007305096527904232,Barangay 68,Administrative
Barangay 69,,PH1303901069,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.023616554281490027,Barangay 69,Administrative
Barangay 70,,PH1303901070,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.012727241768585485,Barangay 70,Administrative
Barangay 71,,PH1303901071,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03982470829540397,Barangay 71,Administrative
Barangay 72,,PH1303901072,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.026742706271026453,Barangay 72,Administrative
Barangay 73,,PH1303901073,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.010379661257286414,Barangay 73,Administrative
Barangay 74,,PH1303901074,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.020028794552037668,Barangay 74,Administrative
Barangay 75,,PH1303901075,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.025614831800384572,Barangay 75,Administrative
Barangay 76,,PH1303901076,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01828152705798643,Barangay 76,Administrative
Barangay 77,,PH1303901077,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.012810609419891728,Barangay 77,Administrative
Barangay 78,,PH1303901078,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.014712581422058208,Barangay 78,Administrative
Barangay 79,,PH1303901079,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.00783215603149497,Barangay 79,Administrative
Barangay 80,,PH1303901080,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.011682206725637906,Barangay 80,Administrative
Barangay 81,,PH1303901081,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.017708289074081097,Barangay 81,Administrative
Barangay 82,,PH1303901082,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.022501707662307777,Barangay 82,Administrative
Barangay 83,,PH1303901083,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.014022486785769103,Barangay 83,Administrative
Barangay 84,,PH1303901084,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01456278988945098,Barangay 84,Administrative
Barangay 85,,PH1303901085,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.025390895563147064,Barangay 85,Administrative
Barangay 86,,PH1303901086,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.020749473936035597,Barangay 86,Administrative
Barangay 87,,PH1303901087,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.020719268708518323,Barangay 87,Administrative
Barangay 88,,PH1303901088,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.00983521711270736,Barangay 88,Administrative
Barangay 89,,PH1303901089,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.012408469981395016,Barangay 89,Administrative
Barangay 90,,PH1303901090,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.009977506212204298,Barangay 90,Administrative
Barangay 91,,PH1303901091,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.056553367971450164,Barangay 91,Administrative
Barangay 92,,PH1303901092,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.026563774728007274,Barangay 92,Administrative
Barangay 93,,PH1303901093,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.0438456406879557,Barangay 93,Administrative
Barangay 94,,PH1303901094,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.09789146653886736,Barangay 94,Administrative
Barangay 95,,PH1303901095,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03333233392567117,Barangay 95,Administrative
Barangay 96,,PH1303901096,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.08864394179236212,Barangay 96,Administrative
Barangay 97,,PH1303901097,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.030408331283607187,Barangay 97,Administrative
Barangay 98,,PH1303901098,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01407880690617896,Barangay 98,Administrative
Barangay 99,,PH1303901099,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.012931859382793748,Barangay 99,Administrative
Barangay 100,,PH1303901100,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.029337949021224805,Barangay 100,Administrative
Barangay 101,,PH1303901101,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.10395644678909798,Barangay 101,Administrative
Barangay 102,,PH1303901102,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.023890313900138054,Barangay 102,Administrative
Barangay 103,,PH1303901103,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.032936887393825665,Barangay 103,Administrative
Barangay 104,,PH1303901104,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03892261278826695,Barangay 104,Administrative
Barangay 105,,PH1303901105,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.5066742016435838,Barangay 105,Administrative
Barangay 106,,PH1303901106,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.07461325976588049,Barangay 106,Administrative
Barangay 107,,PH1303901107,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.15726371767702416,Barangay 107,Administrative
Barangay 108,,PH1303901108,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03203666705083054,Barangay 108,Administrative
Barangay 109,,PH1303901109,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.026776898120268827,Barangay 109,Administrative
Barangay 110,,PH1303901110,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.17810231982266508,Barangay 110,Administrative
Barangay 111,,PH1303901111,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01452287075305861,Barangay 111,Administrative
Barangay 112,,PH1303901112,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.027434831525411492,Barangay 112,Administrative
Barangay 116,,PH1303901116,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.042294123713721855,Barangay 116,Administrative
Barangay 117,,PH1303901117,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.020986870201311632,Barangay 117,Administrative
Barangay 118,,PH1303901118,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.14189991238059438,Barangay 118,Administrative
Barangay 119,,PH1303901119,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.018628864253246308,Barangay 119,Administrative
Barangay 120,,PH1303901120,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.016990284248048593,Barangay 120,Administrative
Barangay 121,,PH1303901121,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.027992416721869726,Barangay 121,Administrative
Barangay 122,,PH1303901122,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.023222554899177204,Barangay 122,Administrative
Barangay 123,,PH1303901123,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.09874841392536181,Barangay 123,Administrative
Barangay 124,,PH1303901124,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.030703631282024923,Barangay 124,Administrative
Barangay 125,,PH1303901125,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.015402285384035586,Barangay 125,Administrative
Barangay 126,,PH1303901126,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.13651701587938628,Barangay 126,Administrative
Barangay 127,,PH1303901127,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.045197997670549356,Barangay 127,Administrative
Barangay 128,,PH1303901128,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,1.0641203603028762,Barangay 128,Administrative
Barangay 129,,PH1303901129,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.04714553702417948,Barangay 129,Administrative
Barangay 130,,PH1303901130,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03322033981544004,Barangay 130,Administrative
Barangay 131,,PH1303901131,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02570916308793345,Barangay 131,Administrative
